Geneid,Ensembl,Length
FCRL3,ENSG00000160856,26581
FCRL4,ENSG00000163518,24339
FCRL5,ENSG00000143297,39139
FCRL6,ENSG00000181036,15752
FCRLA,ENSG00000132185,7395
FCRLB,ENSG00000162746,6600
FDCSP,ENSG00000181617,9129
FDFT1,ENSG00000079459,43931
FDPS,ENSG00000160752,15881
FDX1,ENSG00000137714,35506
FDX1L,,
FDXACB1,ENSG00000255561,7188
FDXR,ENSG00000161513,10546
FECH,ENSG00000066926,42385
FEM1A,ENSG00000141965,9540
FEM1B,ENSG00000169018,18118
FEM1C,ENSG00000145780,23868
FEN1,ENSG00000168496,4514
FER,ENSG00000151422,449001
FER1L6,ENSG00000214814,268075
FERD3L,ENSG00000146618,640
FERMT1,ENSG00000101311,53357
FERMT2,ENSG00000073712,95169
FERMT3,ENSG00000149781,17971
FES,ENSG00000182511,12519
FETUB,ENSG00000090512,19221
FEV,ENSG00000163497,4098
FEZ1,ENSG00000149557,149698
FEZ2,ENSG00000171055,114283
FEZF1,ENSG00000128610,9389
FEZF2,ENSG00000153266,4793
FFAR1,ENSG00000126266,5963
FFAR2,ENSG00000126262,7861
FFAR3,ENSG00000185897,2142
FFAR4,ENSG00000186188,37816
FGA,ENSG00000171560,7620
FGB,ENSG00000171564,9837
FGD1,ENSG00000102302,50781
FGD2,ENSG00000146192,23655
FGD3,ENSG00000127084,88753
FGD4,ENSG00000139132,246493
FGD5,ENSG00000154783,124054
FGD6,ENSG00000180263,140734
FGF1,ENSG00000113578,105905
FGF10,ENSG00000070193,89731
FGF11,ENSG00000161958,6673
FGF12,ENSG00000114279,628375
FGF13,ENSG00000129682,608051
FGF14,ENSG00000102466,691654
FGF16,ENSG00000196468,9890
FGF17,ENSG00000158815,6412
FGF18,ENSG00000156427,37982
FGF19,ENSG00000162344,6429
FGF2,ENSG00000138685,71555
FGF20,ENSG00000078579,10165
FGF21,ENSG00000105550,2810
FGF22,ENSG00000070388,4495
FGF23,ENSG00000118972,11486
FGF3,ENSG00000186895,9449
FGF4,ENSG00000075388,4320
FGF5,ENSG00000138675,70042
FGF6,ENSG00000111241,17661
FGF7,ENSG00000140285,65606
FGF8,ENSG00000107831,10263
FGF9,ENSG00000102678,33426
FGFBP1,ENSG00000137440,4665
FGFBP2,ENSG00000137441,9065
FGFBP3,ENSG00000174721,2903
FGFR1,ENSG00000077782,68620
FGFR1OP,,
FGFR1OP2,ENSG00000111790,28250
FGFR2,ENSG00000066468,120127
FGFR3,ENSG00000068078,15588
FGFR4,ENSG00000160867,11696
FGFRL1,ENSG00000127418,18253
FGG,ENSG00000171557,8834
FGGY,ENSG00000172456,514738
FGL1,ENSG00000104760,46851
FGL2,ENSG00000127951,6480
FGR,ENSG00000000938,23502
FH,ENSG00000091483,22289
FHAD1,ENSG00000142621,163763
FHDC1,ENSG00000137460,43811
FHIT,ENSG00000189283,1504183
FHL1,ENSG00000022267,64658
FHL2,ENSG00000115641,80874
FHL3,ENSG00000183386,11987
FHL5,ENSG00000112214,57069
FHOD1,ENSG00000135723,18153
FHOD3,ENSG00000134775,482545
FIBCD1,ENSG00000130720,41039
FIBIN,ENSG00000176971,2976
FIBP,ENSG00000172500,4792
FICD,ENSG00000198855,12128
FIG4,ENSG00000112367,187490
FIGF,,
FIGLA,ENSG00000183733,13334
FIGN,ENSG00000182263,142617
FIGNL1,ENSG00000132436,6279
FILIP1,ENSG00000118407,201942
FILIP1L,ENSG00000168386,285703
FIP1L1,ENSG00000145216,86821
FIS1,ENSG00000214253,12859
FITM1,ENSG00000139914,2191
FITM2,ENSG00000197296,8363
FIZ1,ENSG00000179943,14824
FJX1,ENSG00000179431,2406
FKBP10,ENSG00000141756,10542
FKBP11,ENSG00000134285,4957
FKBP14,ENSG00000106080,16116
FKBP15,ENSG00000119321,60453
FKBP1A,ENSG00000088832,24188
FKBP1B,ENSG00000119782,13981
FKBP1C,ENSG00000198225,1559
FKBP2,ENSG00000173486,3130
FKBP3,ENSG00000100442,19721
FKBP4,ENSG00000004478,11134
FKBP5,ENSG00000096060,155678
FKBP6,ENSG00000077800,30477
FKBP7,ENSG00000079150,14937
FKBP8,ENSG00000105701,12514
FKBP9,ENSG00000122642,49527
FKBPL,ENSG00000204315,2374
FKRP,ENSG00000181027,30943
FKSG51,,
FKSG52,,
FKSG54,,
FKSG56,,
FKSG59,,
FKSG61,,
FKSG62,,
FKSG63,,
FKSG66,,
FKSG68,,
FKSG70,,
FKTN,ENSG00000106692,95699
FLAD1,ENSG00000160688,9774
FLCN,ENSG00000154803,24998
FLG,ENSG00000143631,23075
FLI1,ENSG00000151702,126733
FLII,ENSG00000177731,13991
FLJ20019,,
FLNA,ENSG00000196924,26115
FLNB,ENSG00000136068,163854
FLNC,ENSG00000128591,28964
FLOT1,ENSG00000137312,15367
FLOT2,ENSG00000132589,18405
FLRT1,ENSG00000126500,83243
FLRT2,ENSG00000185070,124412
FLRT3,ENSG00000125848,14647
FLT1,ENSG00000102755,194800
FLT3,ENSG00000122025,97319
FLT3LG,ENSG00000090554,12084
FLT4,ENSG00000037280,48124
FLVCR1,ENSG00000162769,41127
FLVCR2,ENSG00000119686,84621
FLYWCH1,ENSG00000059122,39610
FLYWCH2,ENSG00000162076,19935
FMN1,ENSG00000248905,429171
FMN2,ENSG00000155816,460840
FMNL1,ENSG00000184922,26584
FMNL2,ENSG00000157827,314696
FMNL3,ENSG00000161791,71667
FMO1,ENSG00000010932,37508
FMO2,ENSG00000094963,27438
FMO3,ENSG00000007933,33563
FMO4,ENSG00000076258,29651
FMO5,ENSG00000131781,67700
FMOD,ENSG00000122176,11136
FMR1,ENSG00000102081,39268
FMR1NB,ENSG00000176988,45329
FN1,ENSG00000115414,75681
FN3K,ENSG00000167363,15595
FN3KRP,ENSG00000141560,13623
FNBP1,ENSG00000187239,156060
FNBP1L,ENSG00000137942,106607
FNBP4,ENSG00000109920,50950
FNDC1,ENSG00000164694,102760
FNDC3A,ENSG00000102531,233868
FNDC3B,ENSG00000075420,365872
FNDC4,ENSG00000115226,3749
FNDC5,ENSG00000160097,10215
FNDC8,ENSG00000073598,9118
FNDC9,ENSG00000172568,4080
FNIP1,ENSG00000217128,155304
FNIP2,ENSG00000052795,139025
FNTA,ENSG00000168522,51595
FNTB,ENSG00000257365,75819
FO538757.3,,
FOCAD,ENSG00000188352,337857
FOLH1,ENSG00000086205,63549
FOLR1,ENSG00000110195,6766
FOLR2,ENSG00000165457,5350
FOLR3,ENSG00000110203,26217
FOPNL,,
FOS,ENSG00000170345,4365
FOSB,ENSG00000125740,7185
FOSL1,ENSG00000175592,8525
FOSL2,ENSG00000075426,24870
FOXA1,ENSG00000129514,6508
FOXA2,ENSG00000125798,4458
FOXA3,ENSG00000170608,9810
FOXB1,ENSG00000171956,57497
FOXB2,ENSG00000204612,3667
FOXC1,ENSG00000054598,3983
FOXC2,ENSG00000176692,2900
FOXD1,ENSG00000251493,3951
FOXD2,ENSG00000186564,2648
FOXD3,ENSG00000187140,2562
FOXD4,ENSG00000170122,2187
FOXD4L1,ENSG00000184492,2486
FOXD4L3,ENSG00000187559,2218
FOXD4L4,ENSG00000184659,1251
FOXD4L5,ENSG00000204779,3109
FOXD4L6,ENSG00000273514,2247
FOXE1,ENSG00000178919,3492
FOXE3,ENSG00000186790,1768
FOXF1,ENSG00000103241,4896
FOXF2,ENSG00000137273,6028
FOXG1,ENSG00000176165,5949
FOXH1,ENSG00000160973,2462
FOXI1,ENSG00000168269,3838
FOXI2,ENSG00000186766,3999
FOXI3,ENSG00000214336,5907
FOXJ1,ENSG00000129654,4913
FOXJ2,ENSG00000065970,22825
FOXJ3,ENSG00000198815,159379
FOXK1,ENSG00000164916,89148
FOXK2,ENSG00000141568,124974
FOXL1,ENSG00000176678,7139
FOXL2,ENSG00000183770,2914
FOXL2NB,ENSG00000206262,6774
FOXM1,ENSG00000111206,19499
FOXN1,ENSG00000109101,32658
FOXN2,ENSG00000170802,64965
FOXN3,ENSG00000053254,494401
FOXN4,ENSG00000139445,31307
FOXO1,ENSG00000150907,111946
FOXO3,ENSG00000118689,125123
FOXO4,ENSG00000184481,7685
FOXP1,ENSG00000114861,629317
FOXP2,ENSG00000128573,607456
FOXP3,ENSG00000049768,14365
FOXP4,ENSG00000137166,56022
FOXQ1,ENSG00000164379,2661
FOXR1,ENSG00000176302,9576
FOXR2,ENSG00000189299,2793
FOXRED1,ENSG00000110074,9109
FOXRED2,ENSG00000100350,20032
FOXS1,ENSG00000179772,1302
FP325331.1,,
FPGS,ENSG00000136877,19898
FPGT,ENSG00000254685,35849
FPGT-TNNI3K,ENSG00000259030,346159
FPR1,ENSG00000171051,58944
FPR2,ENSG00000171049,18506
FPR3,ENSG00000187474,31188
FRA10AC1,ENSG00000148690,35412
FRAS1,ENSG00000138759,486947
FRAT1,ENSG00000165879,2645
FRAT2,ENSG00000181274,2233
FREM1,ENSG00000164946,176325
FREM2,ENSG00000150893,200055
FRG1,ENSG00000109536,22366
FRG2,ENSG00000205097,2891
FRG2B,ENSG00000225899,2901
FRK,ENSG00000111816,129945
FRMD1,ENSG00000153303,48417
FRMD3,ENSG00000172159,295748
FRMD4A,ENSG00000151474,818437
FRMD4B,ENSG00000114541,373802
FRMD5,ENSG00000171877,324511
FRMD6,ENSG00000139926,241628
FRMD7,ENSG00000165694,51031
FRMD8,ENSG00000126391,26934
FRMPD1,ENSG00000070601,95951
FRMPD2,ENSG00000170324,121609
FRMPD4,ENSG00000169933,902101
FRRS1,ENSG00000156869,62666
FRRS1L,ENSG00000260230,36957
FRS2,ENSG00000166225,109445
FRS3,ENSG00000137218,17397
FRY,ENSG00000073910,452413
FRYL,ENSG00000075539,282966
FRZB,ENSG00000162998,33364
FSBP,ENSG00000265817,58576
FSCB,ENSG00000189139,3135
FSCN1,ENSG00000075618,13847
FSCN2,ENSG00000186765,8754
FSCN3,ENSG00000106328,10736
FSD1,ENSG00000105255,19249
FSD1L,ENSG00000106701,104638
FSD2,ENSG00000186628,50750
FSHB,ENSG00000131808,4248
FSHR,ENSG00000170820,192371
FSIP1,ENSG00000150667,194502
FST,ENSG00000134363,6925
FSTL1,ENSG00000163430,58949
FSTL3,ENSG00000070404,7001
FSTL4,ENSG00000053108,416234
FSTL5,ENSG00000168843,780109
FTCD,ENSG00000160282,19499
FTCDNL1,ENSG00000226124,90664
FTH1,ENSG00000167996,7917
FTHL17,ENSG00000132446,809
FTL,ENSG00000087086,2622
FTMT,ENSG00000181867,952
FTO,ENSG00000140718,456821
FTSJ1,ENSG00000068438,10344
FTSJ2,,
FTSJ3,ENSG00000108592,10580
FUBP1,ENSG00000162613,35473
FUBP3,ENSG00000107164,59390
FUCA1,ENSG00000179163,23280
FUCA2,ENSG00000001036,17882
FUK,,
FUNDC1,ENSG00000069509,19334
FUNDC2,ENSG00000165775,34325
FUOM,ENSG00000148803,4088
FURIN,ENSG00000140564,14977
FUS,ENSG00000089280,16830
FUT10,ENSG00000172728,102323
FUT11,ENSG00000196968,7976
FUT2,ENSG00000176920,9995
FUT3,ENSG00000171124,8584
FUT4,ENSG00000196371,5975
FUT5,ENSG00000130383,4715
FUT6,ENSG00000156413,9362
FUT7,ENSG00000180549,2652
FUT8,ENSG00000033170,333534
FUT9,ENSG00000172461,200177
FUZ,ENSG00000010361,10511
FXN,ENSG00000165060,43327
FXR1,ENSG00000114416,114613
FXR2,ENSG00000129245,23668
FXYD1,ENSG00000266964,5951
FXYD2,ENSG00000137731,27860
FXYD3,ENSG00000089356,10133
FXYD4,ENSG00000150201,4701
FXYD5,ENSG00000089327,17223
FXYD6,ENSG00000137726,40700
FXYD6-FXYD2,ENSG00000255245,56505
FXYD7,ENSG00000221946,11155
FYB,,
FYCO1,ENSG00000163820,77936
FYN,ENSG00000010810,213144
FYTTD1,ENSG00000122068,50418
FZD1,ENSG00000157240,6894
FZD10,ENSG00000111432,3282
FZD2,ENSG00000180340,3779
FZD3,ENSG00000104290,80063
FZD4,ENSG00000174804,9717
FZD5,ENSG00000163251,7317
FZD6,ENSG00000164930,34434
FZD7,ENSG00000155760,4587
FZD8,ENSG00000177283,4050
FZD9,ENSG00000188763,2343
FZR1,ENSG00000105325,32058
G0S2,ENSG00000123689,979
G2E3,ENSG00000092140,60917
G3BP1,ENSG00000145907,41961
G3BP2,ENSG00000138757,84453
G6PC,,
G6PC2,ENSG00000152254,8710
G6PC3,ENSG00000141349,11532
G6PD,ENSG00000160211,29760
GAA,ENSG00000171298,18349
GAB1,ENSG00000109458,138164
GAB2,ENSG00000033327,203056
GAB3,ENSG00000160219,76335
GAB4,ENSG00000215568,46287
GABARAP,ENSG00000170296,2442
GABARAPL1,ENSG00000139112,10671
GABARAPL2,ENSG00000034713,11507
GABBR1,ENSG00000204681,78348
GABBR2,ENSG00000136928,421644
GABPA,ENSG00000154727,37891
GABPB1,ENSG00000104064,80052
GABPB2,ENSG00000143458,55029
GABRA1,ENSG00000022355,52919
GABRA2,ENSG00000151834,231683
GABRA3,ENSG00000011677,285192
GABRA4,ENSG00000109158,74682
GABRA5,ENSG00000186297,82298
GABRA6,ENSG00000145863,155531
GABRB1,ENSG00000163288,432725
GABRB2,ENSG00000145864,260616
GABRB3,ENSG00000166206,395988
GABRD,ENSG00000187730,11430
GABRE,ENSG00000102287,21557
GABRG1,ENSG00000163285,88286
GABRG2,ENSG00000113327,162921
GABRG3,ENSG00000182256,570804
GABRP,ENSG00000094755,50698
GABRQ,ENSG00000268089,19648
GABRR1,ENSG00000146276,53775
GABRR2,ENSG00000111886,60836
GAD1,ENSG00000128683,47939
GAD2,ENSG00000136750,87894
GADD45A,ENSG00000116717,3134
GADD45B,ENSG00000099860,2684
GADD45G,ENSG00000130222,1544
GADD45GIP1,ENSG00000179271,4105
GADL1,ENSG00000144644,168565
GAFA3,,
GAGE1,ENSG00000205777,9519
GAGE12C,ENSG00000237671,7363
GAGE12D,ENSG00000227488,7362
GAGE12E,ENSG00000216649,7357
GAGE12F,ENSG00000236362,16941
GAGE12G,ENSG00000215269,7355
GAGE12H,ENSG00000224902,7353
GAGE12J,ENSG00000224659,7348
GAGE13,ENSG00000274274,7368
GAGE2A,ENSG00000189064,7332
GAK,ENSG00000178950,83137
GAL,ENSG00000069482,8186
GAL3ST1,ENSG00000128242,21579
GAL3ST2,ENSG00000154252,27466
GAL3ST3,ENSG00000175229,8755
GAL3ST4,ENSG00000197093,9710
GALC,ENSG00000054983,155846
GALE,ENSG00000117308,5183
GALK1,ENSG00000108479,13782
GALK2,ENSG00000156958,212214
GALM,ENSG00000143891,75157
GALNS,ENSG00000141012,43238
GALNT1,ENSG00000141429,132479
GALNT10,ENSG00000164574,230471
GALNT11,ENSG00000178234,96722
GALNT12,ENSG00000119514,43654
GALNT13,ENSG00000144278,585233
GALNT14,ENSG00000158089,244736
GALNT15,ENSG00000131386,57420
GALNT16,ENSG00000100626,97757
GALNT18,ENSG00000110328,351568
GALNT2,ENSG00000143641,224139
GALNT3,ENSG00000115339,98614
GALNT4,ENSG00000257594,5385
GALNT5,ENSG00000136542,60914
GALNT6,ENSG00000139629,41621
GALNT7,ENSG00000109586,155157
GALNT8,ENSG00000130035,131661
GALNT9,ENSG00000182870,133227
GALNTL5,ENSG00000106648,63551
GALNTL6,ENSG00000174473,1229306
GALP,ENSG00000197487,9768
GALR1,ENSG00000166573,28053
GALR2,ENSG00000182687,2757
GALR3,ENSG00000128310,3288
GALT,ENSG00000213930,14388
GAMT,ENSG00000130005,4545
GAN,ENSG00000261609,75941
GANAB,ENSG00000089597,21903
GANC,ENSG00000214013,80466
GAP43,ENSG00000172020,97981
GAPDH,ENSG00000111640,4919
GAPDHS,ENSG00000105679,11865
GAPT,ENSG00000175857,5656
GAPVD1,ENSG00000165219,105428
GAR1,ENSG00000109534,10076
GAREM,,
GAREML,,
GARNL3,ENSG00000136895,169396
GARS,,
GART,ENSG00000159131,40154
GAS1,ENSG00000180447,3145
GAS2,ENSG00000148935,188295
GAS2L1,ENSG00000185340,6394
GAS2L2,ENSG00000270765,8750
GAS2L3,ENSG00000139354,54608
GAS6,ENSG00000183087,43656
GAS7,ENSG00000007237,288248
GAS8,ENSG00000141013,25347
GAST,ENSG00000184502,3639
GATA1,ENSG00000102145,7772
GATA2,ENSG00000179348,13786
GATA3,ENSG00000107485,29884
GATA4,ENSG00000136574,83218
GATA5,ENSG00000130700,12560
GATA6,ENSG00000141448,35318
GATAD1,ENSG00000157259,12594
GATAD2A,ENSG00000167491,123295
GATAD2B,ENSG00000143614,134331
GATB,ENSG00000059691,90571
GATC,ENSG00000257218,17306
GATM,ENSG00000171766,41204
GATS,,
GATSL2,,
GATSL3,,
GBA,,
GBA2,ENSG00000070610,13123
GBAS,,
GBE1,ENSG00000114480,272083
GBF1,ENSG00000107862,137529
GBGT1,ENSG00000148288,11308
GBP1,ENSG00000117228,21265
GBP2,ENSG00000162645,44325
GBP3,ENSG00000117226,16229
GBP4,ENSG00000162654,17799
GBP5,ENSG00000154451,16702
GBP6,ENSG00000183347,24266
GBP7,ENSG00000213512,44321
GBX1,ENSG00000164900,26737
GBX2,ENSG00000168505,3151
GC,ENSG00000145321,70092
GCA,ENSG00000115271,52757
GCAT,ENSG00000100116,9515
GCC1,ENSG00000179562,12984
GCDH,ENSG00000105607,23999
GCFC2,ENSG00000005436,59185
GCG,ENSG00000115263,9523
GCGR,ENSG00000215644,10919
GCH1,ENSG00000131979,61273
GCHFR,ENSG00000137880,3641
GCK,ENSG00000106633,54958
GCKR,ENSG00000084734,27157
GCLC,ENSG00000001084,119630
GCLM,ENSG00000023909,24315
GCM1,ENSG00000137270,21881
GCM2,ENSG00000124827,8819
GCN1L1,,
GCNT1,ENSG00000187210,231354
GCNT2,ENSG00000111846,137146
GCNT3,ENSG00000140297,45365
GCNT4,ENSG00000176928,28879
GCNT7,ENSG00000124091,34434
GCOM1,ENSG00000137878,122838
GCSAM,ENSG00000174500,12432
GCSAML,ENSG00000169224,70633
GCSH,ENSG00000140905,14462
GDA,ENSG00000119125,142599
GDAP1,ENSG00000104381,197395
GDAP1L1,ENSG00000124194,33849
GDAP2,ENSG00000196505,66178
GDE1,ENSG00000006007,20431
GDF1,ENSG00000130283,27614
GDF10,ENSG00000266524,13407
GDF11,ENSG00000135414,14143
GDF15,ENSG00000130513,14446
GDF2,ENSG00000263761,5135
GDF3,ENSG00000184344,5992
GDF5,ENSG00000125965,21400
GDF5OS,,
GDF6,ENSG00000156466,18474
GDF7,ENSG00000143869,12100
GDF9,ENSG00000164404,5704
GDI1,ENSG00000203879,6868
GDI2,ENSG00000057608,76912
GDNF,ENSG00000168621,27365
GDPD1,ENSG00000153982,55504
GDPD2,ENSG00000130055,10680
GDPD3,ENSG00000102886,8728
GDPD4,ENSG00000178795,85130
GDPD5,ENSG00000158555,91348
GDPGP1,ENSG00000183208,12341
GEM,ENSG00000164949,13213
GEMIN2,ENSG00000092208,24753
GEMIN4,ENSG00000179409,9579
GEMIN5,ENSG00000082516,50801
GEMIN6,ENSG00000152147,33469
GEMIN7,ENSG00000142252,15944
GEMIN8,ENSG00000046647,31830
GEN1,ENSG00000178295,35669
GET4,ENSG00000239857,19951
GFAP,ENSG00000131095,13779
GFER,ENSG00000127554,3557
GFI1,ENSG00000162676,14566
GFI1B,ENSG00000165702,47688
GFM1,ENSG00000168827,51321
GFM2,ENSG00000164347,45942
GFOD1,ENSG00000145990,129833
GFOD2,ENSG00000141098,44809
GFPT1,ENSG00000198380,67502
GFPT2,ENSG00000131459,52658
GFRA1,ENSG00000151892,219879
GFRA2,ENSG00000168546,121973
GFRA3,ENSG00000146013,22242
GFRA4,ENSG00000125861,4236
GFRAL,ENSG00000187871,75025
GFY,ENSG00000261949,5239
GGA1,ENSG00000100083,25091
GGA2,ENSG00000103365,59783
GGA3,ENSG00000125447,25769
GGACT,ENSG00000134864,61495
GGCT,ENSG00000006625,8231
GGCX,ENSG00000115486,17100
GGH,ENSG00000137563,24527
GGN,ENSG00000179168,4008
GGNBP2,ENSG00000278311,44961
GGPS1,ENSG00000152904,17183
GGT1,ENSG00000100031,34328
GGT5,ENSG00000099998,27749
GGT6,ENSG00000167741,3892
GGT7,ENSG00000131067,28155
GGTLC1,ENSG00000149435,3730
GGTLC2,ENSG00000100121,3285
GH1,ENSG00000259384,1640
GH2,ENSG00000136487,1730
GHDC,ENSG00000167925,5715
GHITM,ENSG00000165678,15360
GHR,ENSG00000112964,298440
GHRH,ENSG00000118702,10734
GHRHR,ENSG00000106128,54586
GHRL,ENSG00000157017,7294
GHSR,ENSG00000121853,5166
GID4,ENSG00000141034,28998
GID8,ENSG00000101193,11530
GIF,,
GIGYF1,ENSG00000146830,14976
GIGYF2,ENSG00000204120,163347
GIMAP1,ENSG00000213203,7679
GIMAP2,ENSG00000106560,7945
GIMAP4,ENSG00000133574,6721
GIMAP5,ENSG00000196329,27781
GIMAP6,ENSG00000133561,7274
GIMAP7,ENSG00000179144,6202
GIMAP8,ENSG00000171115,28766
GIN1,ENSG00000145723,34227
GINM1,ENSG00000055211,25543
GINS1,ENSG00000101003,61693
GINS2,ENSG00000131153,13876
GINS3,ENSG00000181938,111068
GINS4,ENSG00000147536,15813
GIP,ENSG00000159224,10043
GIPC1,ENSG00000123159,18399
GIPC2,ENSG00000137960,158907
GIPC3,ENSG00000179855,8064
GIPR,ENSG00000010310,15502
GIT1,ENSG00000108262,20580
GIT2,ENSG00000139436,66598
GJA1,ENSG00000152661,14151
GJA10,ENSG00000135355,27292
GJA3,ENSG00000121743,23364
GJA4,ENSG00000187513,2760
GJA5,ENSG00000265107,17164
GJA8,ENSG00000121634,6475
GJA9,ENSG00000131233,7519
GJB1,ENSG00000169562,12709
GJB2,ENSG00000165474,5518
GJB3,ENSG00000188910,5156
GJB4,ENSG00000189433,3985
GJB5,ENSG00000189280,3479
GJB6,ENSG00000121742,10489
GJB7,ENSG00000164411,46299
GJC1,ENSG00000182963,33049
GJC2,ENSG00000198835,9897
GJC3,ENSG00000176402,6355
GJD2,ENSG00000159248,3967
GJD3,ENSG00000183153,4086
GJD4,ENSG00000177291,3595
GK,ENSG00000198814,78104
GK2,ENSG00000196475,1868
GK5,ENSG00000175066,68066
GKAP1,ENSG00000165113,90094
GKN1,ENSG00000169605,6408
GKN2,ENSG00000183607,7724
GLA,ENSG00000102393,14740
GLB1,ENSG00000170266,100594
GLB1L,ENSG00000163521,8881
GLB1L2,ENSG00000149328,46456
GLB1L3,ENSG00000166105,45335
GLCCI1,ENSG00000106415,125477
GLCE,ENSG00000138604,111634
GLDC,ENSG00000178445,113263
GLDN,ENSG00000186417,66395
GLE1,ENSG00000119392,39220
GLG1,ENSG00000090863,159718
GLI1,ENSG00000111087,12484
GLI2,ENSG00000074047,257031
GLI3,ENSG00000106571,303317
GLI4,ENSG00000250571,13745
GLIPR1,ENSG00000139278,23111
GLIPR1L1,ENSG00000173401,35891
GLIPR1L2,ENSG00000180481,41600
GLIPR2,ENSG00000122694,27378
GLIS1,ENSG00000174332,232933
GLIS2,ENSG00000126603,24837
GLIS3,ENSG00000107249,524266
GLMN,ENSG00000174842,53222
GLMP,ENSG00000198715,5601
GLO1,ENSG00000124767,27221
GLOD4,ENSG00000167699,25245
GLP1R,ENSG00000112164,42523
GLP2R,ENSG00000065325,69894
GLRA1,ENSG00000145888,102339
GLRA2,ENSG00000101958,202515
GLRA3,ENSG00000145451,192328
GLRB,ENSG00000109738,95991
GLRX,ENSG00000173221,71416
GLRX2,ENSG00000023572,15249
GLRX3,ENSG00000108010,48137
GLRX5,ENSG00000182512,11222
GLS,ENSG00000115419,84732
GLS2,ENSG00000135423,17470
GLT1D1,ENSG00000151948,131542
GLT6D1,ENSG00000204007,17569
GLT8D1,ENSG00000016864,12216
GLT8D2,ENSG00000120820,75857
GLTP,ENSG00000139433,29599
GLTPD2,ENSG00000182327,1626
GLTSCR1L,,
GLTSCR2,,
GLUD1,ENSG00000148672,44848
GLUD2,ENSG00000182890,2485
GLUL,ENSG00000135821,14109
GLYAT,ENSG00000149124,91549
GLYATL1,ENSG00000166840,138130
GLYATL2,ENSG00000156689,70151
GLYATL3,ENSG00000203972,28156
GLYCTK,ENSG00000168237,8329
GLYR1,ENSG00000140632,44142
GM2A,ENSG00000196743,58291
GMCL1,ENSG00000087338,51739
GMDS,ENSG00000112699,621910
GMEB1,ENSG00000162419,51074
GMEB2,ENSG00000101216,40826
GMFB,ENSG00000197045,14612
GMFG,ENSG00000130755,14020
GMIP,ENSG00000089639,14185
GML,ENSG00000104499,82260
GMNN,ENSG00000112312,11212
GMPPA,ENSG00000144591,15281
GMPPB,ENSG00000173540,7142
GMPR,ENSG00000137198,57369
GMPR2,ENSG00000100938,7036
GMPS,ENSG00000163655,73430
GNA11,ENSG00000088256,29638
GNA12,ENSG00000146535,148965
GNA13,ENSG00000120063,47529
GNA14,ENSG00000156049,225244
GNA15,ENSG00000060558,27717
GNAI1,ENSG00000127955,458154
GNAI2,ENSG00000114353,33071
GNAI3,ENSG00000065135,51612
GNAL,ENSG00000141404,196422
GNAO1,ENSG00000087258,167785
GNAQ,ENSG00000156052,315876
GNAS,ENSG00000087460,71475
GNAT2,ENSG00000134183,18523
GNAT3,ENSG00000214415,53430
GNAZ,ENSG00000128266,54712
GNB1,ENSG00000078369,107008
GNB1L,ENSG00000185838,71717
GNB2,ENSG00000172354,5608
GNB2L1,,
GNB3,ENSG00000111664,7440
GNB4,ENSG00000114450,55560
GNB5,ENSG00000069966,76293
GNE,ENSG00000159921,62602
GNG10,ENSG00000242616,8913
GNG11,ENSG00000127920,6876
GNG12,ENSG00000172380,132011
GNG13,ENSG00000127588,2694
GNG2,ENSG00000186469,153148
GNG3,ENSG00000162188,5684
GNG4,ENSG00000168243,103070
GNG5,ENSG00000174021,8954
GNG7,ENSG00000176533,191511
GNG8,ENSG00000167414,2697
GNGT1,ENSG00000127928,319937
GNGT2,ENSG00000167083,7803
GNL1,ENSG00000204590,15223
GNL2,ENSG00000134697,29141
GNL3,ENSG00000163938,15005
GNL3L,ENSG00000130119,91666
GNLY,ENSG00000115523,13678
GNMT,ENSG00000124713,3194
GNPAT,ENSG00000116906,36778
GNPDA1,ENSG00000113552,21309
GNPDA2,ENSG00000163281,44389
GNPNAT1,ENSG00000100522,20693
GNPTAB,ENSG00000111670,85495
GNPTG,ENSG00000090581,13807
GNRH1,ENSG00000147437,5397
GNRH2,ENSG00000125787,2927
GNRHR,ENSG00000109163,17271
GNS,ENSG00000135677,46005
GOLGA1,ENSG00000136935,70218
GOLGA2,ENSG00000167110,20198
GOLGA3,ENSG00000090615,60242
GOLGA4,ENSG00000144674,123696
GOLGA5,ENSG00000066455,45734
GOLGA6A,ENSG00000159289,12694
GOLGA6B,ENSG00000215186,14903
GOLGA6C,ENSG00000167195,15122
GOLGA6D,ENSG00000140478,12696
GOLGA6L10,ENSG00000278662,9483
GOLGA6L2,ENSG00000174450,8206
GOLGA7,ENSG00000147533,22896
GOLGA7B,ENSG00000155265,22286
GOLGA8A,ENSG00000175265,58917
GOLGA8B,ENSG00000215252,63409
GOLGA8F,ENSG00000153684,13401
GOLGA8G,ENSG00000183629,13404
GOLGB1,ENSG00000173230,86768
GOLIM4,ENSG00000173905,87865
GOLM1,ENSG00000135052,74036
GOLPH3,ENSG00000113384,49608
GOLPH3L,ENSG00000143457,50992
GOLT1A,ENSG00000174567,15964
GOLT1B,ENSG00000111711,16628
GON4L,ENSG00000116580,109742
GOPC,ENSG00000047932,42274
GORAB,ENSG00000120370,22016
GORASP1,ENSG00000114745,13148
GORASP2,ENSG00000115806,38672
GOSR1,ENSG00000108587,50231
GOSR2,ENSG00000108433,52450
GOT1,ENSG00000120053,33802
GOT1L1,ENSG00000169154,5844
